release_group,worldwide,domestic,domestic_percent,foreign,foreign_percent,year
Pokémon: Lucario and the Mystery of Mew,37228626.0,0.0,0.0,37228626.0,1.0,2005
Negotiator: Mashita Masayoshi,36733286.0,0.0,0.0,36733286.0,1.0,2005
Assault on Precinct 13,35294470.0,20040895.0,0.568,15253575.0,0.43200000000000005,2005
Nana,34671042.0,0.0,0.0,34671042.0,1.0,2005
Wild Safari 0 A South African Adventure,34257135.0,16621530.0,0.485,17635605.0,0.515,2005
Bad News Bears,34252847.0,32868349.0,0.96,1384498.0,0.04,2005
Because of Winn0Dixie,33589427.0,32647042.0,0.972,942385.0,0.027999999999999997,2005
The Cave,33296457.0,15007991.0,0.451,18288466.0,0.5489999999999999,2005
Marathon,33284089.0,0.0,0.0,33284089.0,1.0,2005
The Brice Man,33026616.0,0.0,0.0,33026616.0,1.0,2005
Cry Wolf,32586408.0,10047674.0,0.308,22538734.0,0.6920000000000001,2005
The Suspect: Muroi Shinji,32104229.0,0.0,0.0,32104229.0,1.0,2005
Marrying the Mafia 2: Enemy0in0Law,31835989.0,0.0,0.0,31835989.0,1.0,2005
Welcome to Dongmakgol,31787130.0,0.0,0.0,31787130.0,1.0,2005
Rent,31670620.0,29077547.0,0.9179999999999999,2593073.0,0.08199999999999999,2005
The New World 2005 Re0release,31510855.0,12712093.0,0.40299999999999997,18798762.0,0.597,2005
Train Man,31090100.0,0.0,0.0,31090100.0,1.0,2005
The Promise,30925693.0,669625.0,0.022000000000000002,30256068.0,0.978,2005
Wolf Creek,30762648.0,16188180.0,0.526,14574468.0,0.474,2005
Two for the Money,30526509.0,22991379.0,0.753,7535130.0,0.247,2005
Cursed,29621722.0,19297522.0,0.6509999999999999,10324200.0,0.349,2005
The Upside of Anger,28237488.0,18761993.0,0.664,9475495.0,0.336,2005
Mrs. Henderson Presents,27876417.0,11036366.0,0.396,16840051.0,0.604,2005
Ice Princess,27645491.0,24402491.0,0.883,3243000.0,0.11699999999999999,2005
Goal! The Dream Begins,27610873.0,4283255.0,0.155,23327618.0,0.845,2005
The Protector,27165581.0,12044087.0,0.44299999999999995,15121494.0,0.557,2005
Doogal,26711924.0,7438000.0,0.278,19273924.0,0.722,2005
Typhoon,26179656.0,139059.0,0.005,26040597.0,0.995,2005
9th Company,26146165.0,0.0,0.0,26146165.0,1.0,2005
Natale a Miami,25643184.0,0.0,0.0,25643184.0,1.0,2005
The Tiger and the Snow,25460023.0,10167.0,0.0,25449856.0,1.0,2005
North Country,25211175.0,18337722.0,0.727,6873453.0,0.273,2005
April Snow,24873159.0,0.0,0.0,24873159.0,1.0,2005
I Love You in Every Language in the World,23941317.0,0.0,0.0,23941317.0,1.0,2005
Lady Vengeance,23834149.0,211667.0,0.009000000000000001,23622482.0,0.991,2005
Russian Dolls,23727301.0,326095.0,0.013999999999999999,23401206.0,0.986,2005
Hustle & Flow,23563727.0,22202809.0,0.9420000000000001,1360918.0,0.057999999999999996,2005
Another Public Enemy,23248003.0,0.0,0.0,23248003.0,1.0,2005
Domino,22944502.0,10169202.0,0.44299999999999995,12775300.0,0.557,2005
The White Massai,22632255.0,0.0,0.0,22632255.0,1.0,2005
Manual of Love,22079820.0,0.0,0.0,22079820.0,1.0,2005
Torrente 3: El protector,21762391.0,0.0,0.0,21762391.0,1.0,2005
Man of the House,21577624.0,19699706.0,0.9129999999999999,1877918.0,0.087,2005
Year One in the North,21360942.0,0.0,0.0,21360942.0,1.0,2005
The Jacket,21126225.0,6303762.0,0.298,14822463.0,0.7020000000000001,2005
The Devil's Rejects,20901859.0,17044981.0,0.815,3856878.0,0.185,2005
A Moment to Remember,20865847.0,0.0,0.0,20865847.0,1.0,2005
Lorelei,19806585.0,0.0,0.0,19806585.0,1.0,2005
The Perfect Man,19770475.0,16535005.0,0.836,3235470.0,0.16399999999999998,2005
Mapado,19286223.0,0.0,0.0,19286223.0,1.0,2005
The Weather Man,19126398.0,12482775.0,0.653,6643623.0,0.34700000000000003,2005
Iznogoud0 Caliph Instead of the Caliph,18725588.0,0.0,0.0,18725588.0,1.0,2005
Detective Conan: Strategy Above the Depths,18723952.0,0.0,0.0,18723952.0,1.0,2005
Waiting...,18637690.0,16124543.0,0.865,2513147.0,0.135,2005
An Unfinished Life,18618284.0,8586392.0,0.461,10031892.0,0.539,2005
My Father and My Son,18612999.0,0.0,0.0,18612999.0,1.0,2005
Keeping Mum,18575768.0,1619466.0,0.087,16956302.0,0.9129999999999999,2005
The Turkish Gambit,18520000.0,0.0,0.0,18520000.0,1.0,2005
As It Is in Heaven,18318233.0,0.0,0.0,18318233.0,1.0,2005
The World's Fastest Indian,18297690.0,5128124.0,0.28,13169566.0,0.72,2005
Night Watch 2005 Re0release,17939389.0,1502188.0,0.084,16437201.0,0.9159999999999999,2005
Joyeux Noel,17709155.0,1054361.0,0.06,16654794.0,0.94,2005
You Are My Sunshine,17650142.0,0.0,0.0,17650142.0,1.0,2005
Palais royal!,17612135.0,0.0,0.0,17612135.0,1.0,2005
Roll Bounce,17500866.0,17380866.0,0.993,120000.0,0.006999999999999999,2005
Rebound,17492014.0,16809014.0,0.961,683000.0,0.039,2005
Stormy Night,17379776.0,0.0,0.0,17379776.0,1.0,2005
The Matador,17347231.0,12594698.0,0.726,4752533.0,0.27399999999999997,2005
Aegis,16869261.0,0.0,0.0,16869261.0,1.0,2005
Caché,16197824.0,3647381.0,0.225,12550443.0,0.775,2005
The Great Yokai War,15787492.0,0.0,0.0,15787492.0,1.0,2005
Kiss Kiss Bang Bang,15785148.0,4243756.0,0.26899999999999996,11541392.0,0.731,2005
The Gospel,15778152.0,15778152.0,1.0,0.0,0.0,2005
Two Sons of Francisco,15508288.0,0.0,0.0,15508288.0,1.0,2005
The Greatest Game Ever Played,15431177.0,15337393.0,0.9940000000000001,93784.0,0.006,2005
Transamerica,15151744.0,9015303.0,0.595,6136441.0,0.405,2005
"Murder, Take One",14915208.0,0.0,0.0,14915208.0,1.0,2005
Most Beautiful Week in My Life,14765033.0,0.0,0.0,14765033.0,1.0,2005
Samurai Commando: Mission 1549,14648713.0,0.0,0.0,14648713.0,1.0,2005
Blood Rain,14270938.0,0.0,0.0,14270938.0,1.0,2005
Proof,14189860.0,7535331.0,0.531,6654529.0,0.469,2005
Pirates of the Caribbean: Dead Man's Chest,1066179725.0,423315812.0,0.397,642863913.0,0.603,2006
The Da Vinci Code,760006945.0,217536138.0,0.28600000000000003,542470807.0,0.7140000000000001,2006
Ice Age: The Meltdown,660998756.0,195330621.0,0.29600000000000004,465668135.0,0.7040000000000001,2006
Casino Royale,606000064.0,167445960.0,0.276,438553632.0,0.7240000000000001,2006
Night at the Museum,574480841.0,250863268.0,0.43700000000000006,323617573.0,0.563,2006
Cars,461983149.0,244082982.0,0.528,217900167.0,0.47200000000000003,2006
X0Men: The Last Stand,460435291.0,234362462.0,0.509,226072829.0,0.491,2006
Mission: Impossible III,398479497.0,134029801.0,0.336,264449696.0,0.664,2006
Superman Returns,391081192.0,200081192.0,0.512,191000000.0,0.488,2006
Happy Feet,384335608.0,198000317.0,0.515,186335291.0,0.485,2006
Over the Hedge,339795890.0,155019340.0,0.456,184776550.0,0.544,2006
The Devil Wears Prada,326711975.0,124740460.0,0.382,201965442.0,0.618,2006
The Pursuit of Happyness,307127625.0,163566459.0,0.5329999999999999,143561166.0,0.467,2006
The Departed,291465034.0,132384315.0,0.45399999999999996,159080719.0,0.546,2006
Borat,262552893.0,128505958.0,0.489,134046935.0,0.511,2006
Eragon,250425512.0,75030163.0,0.3,175395349.0,0.7,2006
Click,240685326.0,137355633.0,0.5710000000000001,103329693.0,0.429,2006
The Holiday,205844805.0,63224849.0,0.307,142617036.0,0.693,2006
The Break0Up,205668210.0,118703275.0,0.5770000000000001,86964935.0,0.423,2006
Open Season,200811689.0,85105259.0,0.424,115706430.0,0.5760000000000001,2006
Inside Man,186003591.0,88513495.0,0.47600000000000003,97490096.0,0.524,2006
Poseidon,181674817.0,60674817.0,0.33399999999999996,121000000.0,0.6659999999999999,2006
Deja Vu,180557550.0,64038616.0,0.355,116518934.0,0.645,2006
Flushed Away,178281554.0,64665672.0,0.363,113615882.0,0.637,2006
Scary Movie 4,178262620.0,90710620.0,0.509,87552000.0,0.491,2006
Blood Diamond,171720398.0,57377916.0,0.33399999999999996,114342482.0,0.6659999999999999,2006
Saw III,164874275.0,80238724.0,0.48700000000000004,84635551.0,0.513,2006
The Pink Panther,164115897.0,82226474.0,0.501,81889423.0,0.499,2006
Miami Vice,163794509.0,63450470.0,0.387,100344039.0,0.613,2006
Talladega Nights: The Ballad of Ricky Bobby,163362095.0,148213377.0,0.907,15148718.0,0.09300000000000001,2006
World Trade Center,163247198.0,70278893.0,0.431,92968305.0,0.569,2006
The Fast and the Furious: Tokyo Drift,158964610.0,62514415.0,0.39299999999999996,96450195.0,0.607,2006
Rocky Balboa,155929020.0,70270943.0,0.451,85658077.0,0.5489999999999999,2006
Dreamgirls,155430335.0,103365956.0,0.665,52064379.0,0.335,2006
Charlotte's Web,148964090.0,82985708.0,0.557,65978114.0,0.44299999999999995,2006
Garfield: A Tail of Two Kitties,143325970.0,28426747.0,0.198,114899223.0,0.802,2006
Monster House,141861243.0,73661010.0,0.519,68200233.0,0.48100000000000004,2006
Big Momma's House 2,141522961.0,70165972.0,0.496,71356989.0,0.504,2006
Babel,135330182.0,34302837.0,0.253,101027345.0,0.747,2006
Perfume: The Story of a Murderer,135039924.0,2223293.0,0.016,132816631.0,0.9840000000000001,2006
V for Vendetta,132511035.0,70511035.0,0.532,62000000.0,0.46799999999999997,2006
"You, Me and Dupree",130628903.0,75628110.0,0.579,55000793.0,0.42100000000000004,2006
Failure to Launch,130224158.0,88715192.0,0.6809999999999999,41508966.0,0.319,2006
The Queen,123384128.0,56441711.0,0.457,66942417.0,0.5429999999999999,2006
Apocalypto,120654337.0,50866635.0,0.42200000000000004,69787702.0,0.578,2006
Eight Below,120455994.0,81612565.0,0.6779999999999999,38843429.0,0.322,2006
The Omen,119974972.0,54607383.0,0.455,65367589.0,0.545,2006
Final Destination 3,118890272.0,54098051.0,0.455,64792221.0,0.545,2006
Barnyard,116755080.0,72637803.0,0.622,44117277.0,0.37799999999999995,2006
The Lake House,114830111.0,52330111.0,0.456,62500000.0,0.544,2006
Step Up,114194847.0,65328121.0,0.5720000000000001,48866726.0,0.428,2006
Underworld: Evolution,111476513.0,62318875.0,0.5589999999999999,49157638.0,0.441,2006
The Santa Clause 3: The Escape Clause,110768122.0,84500122.0,0.763,26268000.0,0.237,2006
The Prestige,109676311.0,53089891.0,0.484,56586420.0,0.516,2006
Arthur and the Invisibles,107944236.0,15132763.0,0.14,92811473.0,0.86,2006
Little Man,104003322.0,58645052.0,0.564,45358270.0,0.436,2006
The Wild,102338515.0,37384046.0,0.365,64954469.0,0.635,2006
Little Miss Sunshine,101058954.0,59891098.0,0.593,41167856.0,0.40700000000000003,2006
Silent Hill,100605135.0,46982632.0,0.467,53622503.0,0.5329999999999999,2006
The Good Shepherd,100266865.0,59952835.0,0.598,40314030.0,0.402,2006
Nacho Libre,99255460.0,80197993.0,0.8079999999999999,19057467.0,0.192,2006
Deep Sea,98230905.0,46412757.0,0.47200000000000003,51818148.0,0.528,2006
The Guardian,94973540.0,55011732.0,0.579,39961808.0,0.42100000000000004,2006
The Host,89431890.0,2201923.0,0.025,87229967.0,0.975,2006
The Illusionist,87892388.0,39868642.0,0.45399999999999996,48023746.0,0.546,2006
RV,87528173.0,71726025.0,0.8190000000000001,15802148.0,0.18100000000000002,2006
The Shaggy Dog,87134280.0,61123569.0,0.701,26010711.0,0.299,2006
Date Movie,85749034.0,48548426.0,0.5660000000000001,37200608.0,0.434,2006
Volver,85585177.0,12899867.0,0.151,72685310.0,0.8490000000000001,2006
Jackass Number Two,84645164.0,72778712.0,0.86,11866452.0,0.14,2006
French Fried Vacation 3: Friends Forever,84152064.0,0.0,0.0,84152064.0,1.0,2006
Pan's Labyrinth,83850267.0,37634615.0,0.449,46215652.0,0.551,2006
Firewall,82751189.0,48751189.0,0.589,34000000.0,0.41100000000000003,2006
Hostel,81979826.0,47326473.0,0.5770000000000001,34653353.0,0.423,2006
The Sentinel,78810595.0,36280697.0,0.46,42529898.0,0.54,2006
Curse of the Golden Flower,78568977.0,6566773.0,0.084,72002204.0,0.9159999999999999,2006
The Lives of Others,77356942.0,11286112.0,0.146,66070830.0,0.8540000000000001,2006
United 93,76700659.0,31483450.0,0.41,45217209.0,0.59,2006
Lady in the Water,72785169.0,42285169.0,0.581,30500000.0,0.419,2006
The Grudge 2,70711175.0,39143839.0,0.5539999999999999,31567336.0,0.446,2006
Children of Men,70455770.0,35552383.0,0.505,34903387.0,0.495,2006
The Hills Have Eyes,70008952.0,41778863.0,0.597,28230089.0,0.40299999999999997,2006
Curious George,69865924.0,58360760.0,0.835,11505164.0,0.165,2006
John Tucker Must Die,68844775.0,41011711.0,0.596,27833064.0,0.40399999999999997,2006
Letters from Iwo Jima,68673228.0,13756082.0,0.2,54917146.0,0.8,2006
Tales from Earthsea,68625104.0,0.0,0.0,68625104.0,1.0,2006
Fearless,68072848.0,24633730.0,0.36200000000000004,43439118.0,0.638,2006
When a Stranger Calls,67062123.0,47860214.0,0.7140000000000001,19201909.0,0.28600000000000003,2006
Take the Lead,66499627.0,34742066.0,0.522,31757561.0,0.478,2006
Flags of Our Fathers,65900249.0,33602376.0,0.51,32297873.0,0.49,2006
16 Blocks,65664721.0,36895141.0,0.562,28769580.0,0.43799999999999994,2006
The Benchwarmers,64962629.0,59843754.0,0.9209999999999999,5118875.0,0.079,2006
Madea's Family Reunion,63368939.0,63318000.0,0.9990000000000001,50939.0,0.0,2006
Snakes on a Plane,62022014.0,34020814.0,0.5489999999999999,28001200.0,0.451,2006
My Super Ex0Girlfriend,61108981.0,22530295.0,0.369,38578686.0,0.631,2006
Marie Antoinette,60917189.0,15962471.0,0.262,44954718.0,0.738,2006
Limit of Love: Umizaru,60369589.0,0.0,0.0,60369589.0,1.0,2006
Invincible,58480828.0,57806952.0,0.988,673876.0,0.012,2006
She's the Man,57194667.0,33741133.0,0.59,23453534.0,0.41,2006
Lucky Number Slevin,56308881.0,22495466.0,0.4,33813415.0,0.6,2006
The Ant Bully,55181129.0,28142535.0,0.51,27038594.0,0.49,2006
Stranger Than Fiction,53653224.0,40660952.0,0.758,12992272.0,0.242,2006
The Texas Chainsaw Massacre: The Beginning,51764406.0,39517763.0,0.763,12246643.0,0.237,2006
Doomsday: The Sinking of Japan,51127401.0,0.0,0.0,51127401.0,1.0,2006
Notes on a Scandal,49814392.0,17510118.0,0.35200000000000004,32304274.0,0.648,2006
An Inconvenient Truth,49782012.0,24146161.0,0.485,25635851.0,0.515,2006
The Black Dahlia,49332692.0,22545080.0,0.457,26787612.0,0.5429999999999999,2006
The Last King of Scotland,48618191.0,17606684.0,0.36200000000000004,31011507.0,0.638,2006
Suite Dreams,48090431.0,0.0,0.0,48090431.0,1.0,2006
Death Note: The Last Name,47917637.0,0.0,0.0,47917637.0,1.0,2006
Deck the Halls,47232776.0,35093569.0,0.743,12139207.0,0.257,2006
The Nativity Story,46432264.0,37629831.0,0.81,8802433.0,0.19,2006
We Are Marshall,43545364.0,43545364.0,1.0,0.0,0.0,2006
Last Holiday,43451846.0,38399961.0,0.884,5051885.0,0.11599999999999999,2006
Glory Road,42938449.0,42647449.0,0.993,291000.0,0.006999999999999999,2006
Crank,42931041.0,27838408.0,0.648,15092633.0,0.35200000000000004,2006
Man of the Year,42472472.0,37327390.0,0.879,5145082.0,0.121,2006
A Good Year,42269923.0,7459300.0,0.17600000000000002,34810623.0,0.8240000000000001,2006
200 Pounds Beauty,42013016.0,0.0,0.0,42013016.0,1.0,2006
Gridiron Gang,41480851.0,38432823.0,0.927,3048028.0,0.073,2006
Thank You for Smoking,39323027.0,24793509.0,0.631,14529518.0,0.369,2006
Scoop,39220946.0,10525717.0,0.268,28695229.0,0.732,2006
Tazza: The High Rollers,39212715.0,0.0,0.0,39212715.0,1.0,2006
The Wicker Man,38805380.0,23649127.0,0.609,15156253.0,0.391,2006
Basic Instinct 2,38629478.0,5971336.0,0.155,32658142.0,0.845,2006
Accepted,38623262.0,36323505.0,0.94,2299757.0,0.06,2006
Employee of the Month,38528984.0,28444855.0,0.738,10084129.0,0.262,2006
Day Watch,38411815.0,0.0,0.0,38411815.0,1.0,2006
Just My Luck,38159905.0,17326650.0,0.45399999999999996,20833255.0,0.546,2006
Camping,37912041.0,0.0,0.0,37912041.0,1.0,2006
The Covenant,37598767.0,23380495.0,0.622,14218272.0,0.37799999999999995,2006
Miss Potter,35078241.0,3005605.0,0.086,32072636.0,0.914,2006
Bambi II,34958637.0,0.0,0.0,34958637.0,1.0,2006
Love and Honor,33755574.0,60910.0,0.002,33694664.0,0.998,2006
Tell No One,33406992.0,6177192.0,0.185,27229800.0,0.815,2006
7 Dwarves: The Forest Is Not Enough,32863752.0,0.0,0.0,32863752.0,1.0,2006
Dhoom 2,32396427.0,2643586.0,0.08199999999999999,29752841.0,0.9179999999999999,2006
Stick It,31976848.0,26910736.0,0.8420000000000001,5066112.0,0.158,2006
Deutschland. Ein Sommermärchen,31257991.0,0.0,0.0,31257991.0,1.0,2006
Ultraviolet,31070211.0,18535812.0,0.597,12534399.0,0.40299999999999997,2006
Doraemon the Movie: Nobita's Dinosaur,30963292.0,0.0,0.0,30963292.0,1.0,2006
Twosabu ilchae,30622421.0,0.0,0.0,30622421.0,1.0,2006
Natale a New York,30437121.0,0.0,0.0,30437121.0,1.0,2006
I Do: How to Get Married and Stay Single,30057369.0,0.0,0.0,30057369.0,1.0,2006
Pulse,29907685.0,20264436.0,0.6779999999999999,9643249.0,0.322,2006
Death Note,29630359.0,0.0,0.0,29630359.0,1.0,2006
An American Haunting,29612137.0,16298046.0,0.55,13314091.0,0.45,2006
The Valet,29414553.0,1926800.0,0.066,27487753.0,0.934,2006
Tristan + Isolde,28047963.0,14734633.0,0.525,13313330.0,0.475,2006
Priceless,27949650.0,2165188.0,0.077,25784462.0,0.9229999999999999,2006
Pokémon Ranger and the Temple of the Sea,27638625.0,0.0,0.0,27638625.0,1.0,2006
Stay Alive,27298695.0,23086480.0,0.846,4212215.0,0.154,2006
Clerks II,26984975.0,24148068.0,0.895,2836907.0,0.105,2006
The Painted Veil,26910847.0,8060487.0,0.3,18850360.0,0.7,2006
Black Book,26768563.0,4398532.0,0.16399999999999998,22370031.0,0.836,2006
Detective Conan: The Private Eyes' Requiem,26251232.0,0.0,0.0,26251232.0,1.0,2006
A Prairie Home Companion,25978867.0,20342852.0,0.7829999999999999,5636015.0,0.217,2006
You Are So Beautiful,25329576.0,0.0,0.0,25329576.0,1.0,2006
Tears for You,25300338.0,0.0,0.0,25300338.0,1.0,2006
Kabhi Alvida Naa Kehna,25229168.0,3275444.0,0.13,21953724.0,0.87,2006
School for Scoundrels,23947685.0,17807569.0,0.7440000000000001,6140116.0,0.256,2006
Stormbreaker,23937870.0,677646.0,0.027999999999999997,23260224.0,0.972,2006
Il mio miglior nemico,23710143.0,0.0,0.0,23710143.0,1.0,2006
Valley of the Wolves: Iraq,23465471.0,0.0,0.0,23465471.0,1.0,2006
Captain Alatriste: The Spanish Musketeer,23321954.0,0.0,0.0,23321954.0,1.0,2006
"OSS 117: Cairo, Nest of Spies",23055884.0,303543.0,0.013000000000000001,22752341.0,0.987,2006
Aquamarine,22989957.0,18597342.0,0.809,4392615.0,0.191,2006
Days of Glory,22963701.0,320700.0,0.013999999999999999,22643001.0,0.986,2006
The Wind that Shakes the Barley,22899908.0,1836089.0,0.08,21063819.0,0.92,2006
The Banquet,22598772.0,0.0,0.0,22598772.0,1.0,2006
Asterix and the Vikings,22501596.0,0.0,0.0,22501596.0,1.0,2006
Fanaa,22175908.0,2105352.0,0.095,20070556.0,0.905,2006
The Marine,22165608.0,18844784.0,0.85,3320824.0,0.15,2006
Unaccompanied Minors,21949234.0,16655224.0,0.759,5294010.0,0.24100000000000002,2006
Flicka,21893591.0,21000147.0,0.9590000000000001,893444.0,0.040999999999999995,2006
Rob0B0Hood,21836580.0,0.0,0.0,21836580.0,1.0,2006
Wolfhound,21573338.0,0.0,0.0,21573338.0,1.0,2006
Black Christmas,21510851.0,16273581.0,0.757,5237270.0,0.243,2006
Waist Deep,21353303.0,21344312.0,1.0,8991.0,0.0,2006
ATL,21170563.0,21170563.0,1.0,0.0,0.0,2006
Bobby,20704591.0,11242801.0,0.5429999999999999,9461790.0,0.457,2006
Beerfest,20387597.0,19185184.0,0.941,1202413.0,0.059000000000000004,2006
Don,19640129.0,2223961.0,0.113,17416168.0,0.887,2006
Movie: Marrying the Mafia 3 0 Family Hustle,19606487.0,0.0,0.0,19606487.0,1.0,2006
Akeelah and the Bee,18948425.0,18848430.0,0.995,99995.0,0.005,2006
See No Evil,18564467.0,15032800.0,0.81,3531667.0,0.19,2006
Hanbando,18483140.0,0.0,0.0,18483140.0,1.0,2006
Bandidas,18381890.0,0.0,0.0,18381890.0,1.0,2006
Friends with Money,18245244.0,13368437.0,0.733,4876807.0,0.267,2006
Krrish,18041250.0,1430721.0,0.079,16610529.0,0.9209999999999999,2006
Lage Raho Munna Bhai,17897527.0,2217562.0,0.124,15679965.0,0.8759999999999999,2006
Flyboys,17834865.0,13090630.0,0.7340000000000001,4744235.0,0.266,2006
Battle of the Warriors,17812601.0,0.0,0.0,17812601.0,1.0,2006
Memories of Tomorrow,17696020.0,140200.0,0.008,17555820.0,0.992,2006
Grave Decisions,17685834.0,0.0,0.0,17685834.0,1.0,2006
Orchestra Seats,17574836.0,2044858.0,0.11599999999999999,15529978.0,0.884,2006
Annapolis,17496992.0,17127992.0,0.9790000000000001,369000.0,0.021,2006
"Paris, I Love You",17471727.0,4899278.0,0.28,12572449.0,0.72,2006
Material Girls,16907725.0,11449638.0,0.677,5458087.0,0.32299999999999995,2006
Zhara,16877870.0,0.0,0.0,16877870.0,1.0,2006
Pirates of the Caribbean: At World's End,960996492.0,309420425.0,0.322,651576067.0,0.6779999999999999,2007
Harry Potter and the Order of the Phoenix,941934579.0,292004738.0,0.31,649928484.0,0.69,2007
Spider0Man 3,894983373.0,336530303.0,0.376,558453070.0,0.624,2007
Shrek the Third,813367380.0,322719944.0,0.397,490647436.0,0.603,2007
Transformers,709709780.0,319246193.0,0.45,390463587.0,0.55,2007
Ratatouille,623726085.0,206445654.0,0.331,417280431.0,0.669,2007
